name,profile
Prof. Jayadev Misra,Prof. Jayadev Misra obtained his B. Tech. degree in electrical engineering from IIT Kanpur in 1969. He joined the Johns Hopkins University in Baltimore shortly after graduation and received a Ph.D. in computer science in 1972. He worked for IBM for a year and a half and then joined the computer science department at the University of Texas at Austin in 1974.
Prof. H. C. Verma,"Prof. Harish Chandra Verma is one of the most distinguished authors of Physics in India. Often referred to as an 'idol' and the pedagogical 'Guru' for all JEE aspirants, he has written several influential books on Physics and is best known for his two-volume book Concepts of Physics. The book is considered as the Bible of Physics, a prerequisite for students preparing for IIT JEE or other engineering entrance examinations. Currently, he serves as a Professor in the Department of Physics at IIT Kanpur. Besides being a prominent author and researcher, he is an active socialist who has co-founded many social initiatives like Shikhsa Sopan, which literally means ""a ladder to education"" for the growth and upliftment of underprivileged kids in and around IIT campus.Prof. H.C. Verma received his B.Sc.(Hons.) degree in Physics in 1975 from Patna Science College and M.Sc. in Physics from IIT Kanpur in 1977. Following it, he joined the Ph.D. program at the institute and completed the same in less than 3 years. Despite being motivated by his teachers to move to Europe/US for higher studies, he chose to go back to his native place and joined Patna Science College as a lecturer in 1980.

The college holds a special place in his heart since it transformed him from an average student, who used to struggle with marks during his school days, into a topper. While teaching Physics to 11th and 12th standards, he observed that even the brightest students of the class were unable to thoroughly understand the concepts owing to the tough language integrated with a cultural difference of the books authored by foreign writers. Driven by his strong desire to make the subject of Physics interesting and enjoyable to Indian students, he decided to write a simple and easy to understand book incorporated with original numerical examples. Prof. Verma dedicated eight years of his life to complete the book Concept of Physics, which proved to be a huge success and eventually made him a luminary among Indian students.



After serving the Patna Science College for over 15 years, he joined the Department of Physics at IIT Kanpur as an Assistant Professor in 1994. Being a true experimentalist and researcher, he did not get convinced by the idea of starting a coaching center and decided to pursue research. His core research interest includes Classical and Quantum Mechanics and Nuclear Physics. He has authored another book titled Quantum of Physics. He has also made several video lectures on various topics of Physics to help Hindi stream students. He is hugely popular amongst his students and has advised and mentored several M.Sc. and Ph.D. students.

Despite his immense popularity, Prof. Verma is a down-to-earth man who believes in simple living and high thinking. He doesn't own a car and still likes to go out on his old scooter. He is an active philanthropist who takes regular classes in areas nearby the IITK campus and provides financial aid to poor students who are willing to pursue education. It is quite surprising to know that he receives hefty royalty every year for his book which he donates to charity and the Prime Minister Relief Fund. He believes that his motive behind writing the book has been accomplished and would like to use the royalty money for good causes."
Prof. Rajesh Gopakumar,"Prof. Rajesh Gopakumar is an eminent theoretical physicist whose pioneering work is helping to decode the baffling laws of quantum physics. Currently, he serves as the director of the International Centre for Theoretical Sciences (ICTS-TIFR), Bangalore. His work on a simplified version of string theory led to the discovery of Cumrun Vafa the Gopakumar - Vafa duality and Gopakumar - Vafa invariants. He is a recipient of several prestigious awards and recognitions including the Shanti Swarup Bhatnagar Award for Physical Sciences in 2009.After securing the first rank in the JEE exams, Prof. Rajesh Gopakumar joined the integrated M.Sc. program in Physics at IIT Kanpur in 1987 and completed the same in 1992. He not only excelled academically but also outshined his batchmates as a long-distance athlete, weightlifter and a footballer.


He then joined the Ph.D. program at the Princeton University, USA, under the supervision of the 2004 Physics Nobel Laureate Dr. David Gross and completed it in 1997. After a post-doc at Harvard University, he returned to India and joined Harish-Chandra Research Institute as an Associate Professor in 2001. From 2001 to 2004, he also held a visiting membership at the Institute for Advanced Study, Princeton.



Prof. Gopakumar is widely known for his work on topological string theory. His research has been primarily focused towards understanding the gauge-string duality, which connects string theory to topics such as quark soups. He has also worked on topological string theory, non-commutative field theories often with the recurring, unifying theme of understanding the large N limit of gauge theories. He is a founding member of the Global Young Academy, which grew out of an initiative by TWAS. He is also a Fellow of the Indian Academy of Sciences and the Indian National Science Academy. Since 2015, Prof. Rajesh Gopakumar has been serving as the Director of ICTS-TIFR."
Prof. Balasubramanian Gopal,"Prof. Balasubramanian Gopal, an outstanding structural biologist, and molecular biophysicist is a distinguished professor at the Indian Institute of Science, Bangalore. He is best known for his invaluable contributions towards developing a wider understanding of the cell wall synthesis in a common gram-positive bacterium known as Staphylococcus aureus found in the human skin and respiratory tract. In the recognition of his stellar work in the field of transcription initiation and control in TB bacillus, the Council of Scientific and Industrial Research, Government of India conferred upon him the Shanti Swarup Bhatnagar Award in 2015.Prof. Balasubramanian Gopal received his master's degree from IIT Kanpur. Shortly afterward, he started off his career with Torrent Pharmaceuticals as a biochemist at their Ahmedabad station. Later, he got inclined towards pursuing a Ph.D. and decided to take a break from his job to join the Indian Institute of Science (IISc) for the same. After completing his doctoral research, he moved to the UK and joined the National Institute for Medical Research to pursue his post-doctoral studies in crystallography.

After returning to India, he joined the Indian Institute of Science (IISc) as a member of Lab 301 of Molecular Biophysics Unit where he and his colleagues carry out their research on mechanistic and structural aspects of membrane-associated proteins involved in transcriptional regulation, inter-cell communication and mediate antimicrobial resistance. Throughout his illustrious career, Prof. Gopal has published his extensive research findings in the form of articles in several peer-reviewed journals out of which over 77 have been listed on Google Scholar.

He has been a keynote speaker at several seminars including the Graduate Students' Meet 2007 and the 2nd International Conference on Structural and Functional Genomics organized by Sastra University at Tanjore in August 2016. Moreover, in the recognition of his stellar performance in the field of biological sciences, he has been awarded fellowships from the National Academy of Sciences, the Indian Academy of Sciences and the Indian National Science Academy."
Dr. Ajay Kumar,"Dr.Ajay Kumar is an officer of Indian Administrative Service belonging to Kerala cadre. He has been responsible for leading Kerala on the path of e-governance and citizen empowerment. He was the sub divisional magistrate and later district magistrate in Tellicherry in 1985-89. Dr. Kumar has also served as the secretary of Information and Technology from 2007 to 2010. He was later appointed as the Union Defence Secretary in 2019.Dr. Kumar did his B.Tech in Electrical Engineering from IIT Kanpur in 1984. He earned an MS in Applied Economics and PhD in Business Administration from the University of Minnesota, USA.In a survey conducted by Asia Post, Dr. Ajay Kumar was chosen in the list of India's most effective bureaucrats in 2019. He is the recipient of the prestigious IITK Distinguished Alumnus Award 2019."
Prof. Nitin Saxena,"Prof. Nitin Saxena is a highly acclaimed computer scientist who shook the global scientific community by the sheer brilliance and simplicity of his groundbreaking work in the early 2000s. The fact that the work formed a part of his joint undergraduate thesis at IIT Kanpur makes it a rare feat. In a joint paper titled 'PRIMES is in P', written along with Prof. Manindra Agrawal and Dr. Neeraj Kayal, he proposed the AKS Primality test that was labeled as ""a wonderfully elegant"" primality-proving algorithm by scientists the world over.

He was later felicitated with two of the most prestigious honors in the field of theoretical computer science and discrete mathematics, Godel Prize 2006 and Fulkerson Prize 2006. In fact, he is the youngest Godel Prize winner ever. He is a recipient of numerous other prestigious awards including the INSA Young Scientist Medal, 2015, and the Swarna Jayanti Fellowship, 2013-14. In 2018, he added another recognition to his list when he was selected for the Shanti Swarup Bhatnagar Award in Mathematical Sciences. At 37, he is one of the youngest scientists to receive this honor.

Prof. Saxena broadly works in the areas of computational complexity theory, algebra, geometry, and number theory. In 2003, IIT Kanpur conferred upon him the Distinguished Alumnus Award for his exceptional academic brilliance. In 2009, he was voted one of the top 50 alumni by the IIT Kanpur Alumni Association to celebrate 50 years of the institute.Prof. Nitin Saxena completed his B.Tech. in Computer Science from IIT Kanpur in 2002. For his excellent performance in the first two semesters of study at IITK, he received the National Scholarship 1999. For his joint undergraduate thesis work titled Towards a deterministic polynomial-time primality test that won him the best B.Tech. Project Award in 2002, he teamed up with Neeraj Kayal, his batchmate. The interesting fact is that both Nitin and Neeraj were members of the Indian team selected for the 1997 International Mathematical Olympiad Training Camp (IMOTC '97). Prof. Saxena was a part of both IMOTC' 97 & IMOTC '98 and won the Best Solution to a Challenging Problem award in both the camps (Bhabha Atomic Research Center, Mumbai)."
Prof. Ashutosh Sharma,"Prof. Ashutosh Sharma is a visionary academician who has made some exceptional interdisciplinary contributions in nanosciences and nanotechnology fields. From 2015-2021, he served as the Secretary, Department of Science and Technology, Government of India. He is also the Institute Chair Professor & Founding Coordinator of DST Thematic Unit of Excellence on Soft Nanofabrication and Chairman of Center for Environmental Science and Engineering at IIT Kanpur since 2006. He is a recipient of the prestigious Shanti Swarup Bhatnagar award in engineering sciences for his ""original pioneering contribution to the understanding of the behavior of thin films and other highly confined nanoscale systems."" He was selected as the President of Indian National Science Academy in 2022.Prof. Sharma received his B.Tech. in Chemical Engineering from IIT Kanpur in 1982. In 1983, he obtained his master's in the same subject from Pennsylvania State University and later joined the doctoral program at the State University of New York, Buffalo, and obtained a Ph.D. under the supervision of Prof. Eli Ruckenstein in 1987. For the next three years, he worked as a research scientist with the Department of Ophthalmology, School of Medicine and Biomedical Sciences, State University of New York. In 1991, he moved back to India and joined IIT Kanpur in the Department of Chemical Engineering.



Prof. Sharma's research contributions are highly interdisciplinary, spanning a wide range of nanotechnology areas; carbon-based nanocomposites and MEMS/NEMS in energy, health, and environment; functional interfaces; micro/nano-mechanics of soft matter; nano-patterning and nanofabrication; colloid and interfacial engineering; biomaterials & bio surfaces; wetting, adhesion, and thin polymer films. He has made original pioneering contributions to the understanding of the behavior of thin films and other highly confined nanoscale systems. He has filed over 10 patents, given over 100 invited or keynote conference presentations, and mentored a nanotechnology startup.



In 2010, the Infosys Science Foundation awarded him with the Infosys Prize in Engineering and Computer Science for his ""scholarly scientific contributions in the broad areas of nanoscale surface pattern evolution, instability, and the dynamics of thin liquid and solid films and soft matter."" He is a recipient of numerous national and international awards including the inaugural Bessel Research Award of the Humboldt Foundation, Homi J. Bhabha Award for Applied Sciences, University Grants Commission (UGC) National Hari Om Ashram Trust Awards (2007) and R. C. Mehrotra Memorial Lifetime Achievement Award (2010). He is an elected fellow of the Indian National Academy of Engineering, National Academy of Sciences and Indian Academy of Sciences. He has also been an INAE Chair Professor from 2011 to 2013, and C V Seshadri Chair Professor, 2012. In 2007, IIT Kanpur conferred upon him the Distinguished Alumnus Award."
Prof. Rakesh Agrawal,"Prof. Rakesh Agrawal is the Winthrop E. Stone Distinguished Professor of Chemical Engineering at Purdue University. He was conferred with the Distinguished Alumnus Award from the Indian Institute of Technology Kanpur for his outstanding contributions to research and development in Chemical Engineering. Prof. Agrawal earned his Bachelor's degree from IIT Kanpur in Chemical Engineering in 1975.Prof. Agrawal has worked at Air Products and Chemicals Inc. where he rose to its highest technical position of an 'Air Products Fellow'. He is an inventor of 118 U.S. patents and his ideas have been applied in over 100 plants with total expenditures in multibillion dollars. He invented several novel gas separation and liquefaction processes that have been used to establish the world's largest natural gas liquefaction plant, ultra-high purity gases for the electronic industry, and several highly energy-efficient gas liquefaction plants. His technical contributions towards improving the energy efficiency of separation plants producing industrial gases such as O2 and N2 from the air, and in the general area of gas liquefaction and separation, has led to 116 US patents and 500 international patents along with several peer-reviewed publications.

At Purdue, Prof. Agrawal's current research initiatives are in the area of renewable energy, including developing low-cost methods for synthesizing solar cells based on Nanotechnology, efficient conversion of biomass to liquid fuel for transportation and maximizing liquid fuel from a given quantity of biomass. He is also engaged in an energy systems analysis initiative to explore the role of biofuels vis-a-vis other solar energy derived alternatives to propel a future transport sector. That work has evolved with Professor Agrawal becoming the principal investigator in the NSF sponsored Solar Economy IGERT involving researchers at Purdue University, University of Delaware, UTEP, and HZB.

Prof. Agrawal's current interest and passion are in energy production issues especially from renewable sources such as solar. The thrust of research is to fabricate low-cost solar cells based on nanotechnology. His research interests also include basic and applied research in process development, gas liquefaction processes, cryogenics, and thermodynamics."
Prof. Ashoke Sen,"Prof. Ashoke Sen is an Indian theoretical physicist and distinguished professor at the Harish-Chandra Research Institute, Allahabad. He has been with the institute for the last 17 years. He is also the Morningstar Visiting Professor at MIT and a distinguished professor at the Korea Institute for Advanced Study. He earned his Bachelor of Science degree in 1975 from the Presidency College and completed his Master's from the IIT Kanpur. He did his doctoral work in physics at Stony Brook University.Prof. Sen served as the post-doctoral associate at the Fermi National Accelerator Laboratory (Fermilab) from 1982 to 1985 and at the Stanford Linear Accelerator Centre (SLAC) from 1985 to 1988. In 1988, he joined the Tata Institute of Fundamental Research (TIFR), Mumbai as a Faculty of Physics and moved to the Harish Chandra Research Institute, Allahabad in 1997 where he is currently a Distinguished Professor.



Prof. Sen made a number of major original contributions to the subject of string theory, including his landmark paper on strong-weak coupling duality or S-duality, which was influential in changing the course of research in the field. He pioneered the study of unstable D-branes and made the famous Sen conjecture about open string tachyon condensation on such branes. His description of rolling tachyons has been influential in string cosmology. Another major contribution is the introduction of the entropy function formalism that helps to provide a statistical interpretation of Bekenstein-Hawking entropy of black holes in terms of the degeneracy count of microscopic states in String Theory. He introduced the Entropy Function Formalism that made it possible to link Bekenstein-Hawking entropy of black holes to the degeneracy count of states in the corresponding String Theory.

Prof. Sen's current research interests are centered on the attractor mechanism and the precision counting of microstates of black holes. His main area of work is String Theory. He was among the first recipients of the Fundamental Physics Prize ""for opening the path to the realization that all string theories are different limits of the same underlying theory"". This prize has been set up by the Russian billionaire Yuri Milner for rewarding scientific breakthroughs. He has also co-authored many important papers on string field theory."
Dr. Manu Prakash,"A biophysicist of repute in the contemporary world, Dr. Manu Prakash is an assistant professor of bioengineering at Stanford University, USA. Born and raised in Meerut, India, Dr. Prakash finished B.Tech. in Computer Science from IIT Kanpur in 2002. Soon after, he joined Ph.D. in Media Arts and Sciences at Massachusetts Institute of Technology, MA, USA, and graduated in 2008.Dr. Prakash runs a laboratory devoted to projects as varied as economical paper microscopes, water computers and biophysics. He recently discovered the remarkable physics of a lily pad beetle for pure scientific curiosity. He described the research as ""just good old natural history,"" with a large dose of physics.





Endowed with broad interests, Dr. Prakash and his students have developed a computer that operates using water droplets. Their goal is to design a new class of computers that can precisely control and manipulate physical matter. Because of its universal nature, the droplet computer can theoretically perform any operation that a conventional electronic computer can crunch although at significantly slower rates.



Dr. Prakash had earlier shocked the scientific community by developing a pocket-size paper microscope which he has named as ""Foldscope"" - a printable, use-and-throw microscope made almost entirely from a sheet of paper and is powerful enough to detect a malaria parasite in a drop of blood, yet costs just 50 cents. By using parts from a music box, Dr. Prakash has created a device that can be programmed to mix precise amounts of chemical fluids in a way that is useful for both students and researchers. The design relies on metal pins that pass through punch card paper in order to release chemicals from individual channels. His prototype can be recreated for just $5.



Dr. Prakash is best known for his pioneering work in inventing high-tech tools using inexpensive materials - an endeavor he calls 'frugal science'. His inventions may have been designed to address complicated problems, but their low cost and simple designs make them accessible to everyone."
Prof. Ashok Jhunjhunwala,"Prof. Ashok Jhunjhunwala enjoys a phenomenal stature of repute and excellence in telecommunications research. Currently serving as a Professor in the Department of Electrical Engineering at IIT Madras, Prof. Jhunjhunwala has redefined the role of an academician in the present education system by taking his work out from the confines of a conventional set-up and translating it into wealth that has benefitted masses.

For his stellar contributions towards developing affordable technologies for rural India, he has been bestowed with several national and international awards including the Padma Shri in 2002. In 2000, IIT Kanpur conferred upon him the Distinguished Alumnus Award for his outstanding contributions to the area of communications engineering.Prof. Ashok Jhunjhunwala's academic journey started in 1971 when he joined IIT Kanpur to study electrical engineering. The institute, as he says, not only offered him domain knowledge but also influenced his perspectives towards life. ""I led a pretty sheltered life until I joined IIT Kanpur. It was here that I met people from different walks of life and that completely changed me."" Following his B.Tech., he went to pursue MS and Ph.D. degrees from the University of Maine, USA, in 1977 and 1979, respectively.

After working for a while at the Washington State University as an Assistant Professor, Prof. Jhunjhunwala returned to India in 1981 and joined the Department of Electrical Engineering at IIT Madras. Since then, he has been associated with IIT Madras. Amongst the numerous stellar contributions he has made so far, TeNet is of prime importance. Under his vision and leadership, the Telematics and Computer Network Group (TeNet) has developed cutting-edge technologies in telecom, banking, IT, and Power Systems (including solar) sectors with a special focus on rural masses. He is also the developer of the first Wireless in Local Loop (corDECT WLL) technology system in India. Through tenet, he has mentored more than 100 R&D companies which have resulted in setting up IIT Madras Research Park.

Prof. Jhunjhunwala's contributions are not just confined to the telecom sector. He is also the founder chairman of the Mobile Payment Forum of India, which enabled mobile payments in India. Currently, he is focusing on the Rural Business Incubation Centre (RTBI) at IIT Madras, wherein he identifies the real social entrepreneurs whose products will benefit rural India and helps them incubate their businesses.



Prof, Jhunjhunwala serves on the board of several leading telecom and IT Indian companies including BSNL, VSNL, Polaris, Sasken, Tejas Networks, and IDRBT. He has been Chairman and member of various government committees and several educational institutions in the country. He is also a Fellow of World Wireless Research Forum, IEEE, and Indian academies including INAE, IAS, INSA, and NAS. For his outstanding contributions, he has been conferred Honorary Doctorates by the University of Maine, USA, and the Blekinge Institute of Technology, Sweden, respectively. He is also a regular speaker in international forums.

Prof. Jhunjhunwala's work has succeeded in breaking barriers between academia and industry and forge close research alliances for developing a number of telecommunications and computer network systems. His undying commitment to take technology to rural masses has earned him the title of a 'Telecommunications Evangelist'."
